DiffLemmas,DiffPOS,bigramsEntropy,trigramsEntropy,readabilityMeasure,NumberOfUniqueWordsby1/freq,AvgUniqueness,percentageOfRepeatedWords,theUniquenessLvlOfTheRepeatedSongs,avg_word_similarity_hebrew,word_similarity_large,MappedStyle
51,8,6.006161887,6.170450801,41.15,10,960845.265,2.272727273,148401.716,0.430742174,0.8710124,3
51,8,5.98881869,6.047291203,44.26,8,738515.711,0,0,0.464604676,0.87234926,3
49,9,5.969815782,6.036238444,46.83,10,830125.608,1.449275362,49.02,0.409768254,0.8645373,3
83,11,6.719679655,6.78125,68.15,8,1078516.403,1.538461538,27100.061,0.45697996,0.86462235,3
61,10,6.569855478,6.657102661,13.04,11,1437591.723,0.934579439,49.02,0.422766387,0.8664415,3
41,7,5.993466164,6.22186437,58.085,3,117936.031,4.504504505,794.295,0.456672847,0.8852495,3
76,10,6.822367813,6.84068462,3.19,27,3372736.406,1.526717557,6578.128,0.410970539,0.8589042,3
79,10,6.75837983,6.763177895,64.57,11,1474634.367,0,0,0.441679716,0.8689713,3
31,7,5.424257331,5.661356053,4.29,3,177703.048,1.388888889,11481.056,0.426681012,0.87770563,3
77,9,6.503490115,6.586475042,71.75,7,280143.841,1.612903226,437.368,0.427479357,0.8682079,3
65,10,6.364284744,6.470259356,75.055,5,705126.495,1.503759398,420.047,0.435053021,0.8739115,3
66,10,6.295197899,6.335055103,21.92,6,515896.075,0,0,0.424549192,0.87104815,3
52,9,6.104962488,6.183410282,51.56,4,259197.075,1.785714286,98.474,0.468043476,0.8733578,3
36,8,5.366998478,5.987555518,46.47,2,87419.284,2.325581395,868.18,0.487422913,0.8894336,3
37,7,5.467872086,5.571695857,45.995,4,290107.395,2.597402597,3230.389,0.425398618,0.8698428,3
40,10,5.505376494,5.919160342,7.495,4,97305.905,3.738317757,4785.986,0.445413768,0.87880015,3
67,9,6.505148089,6.669807324,64.59,18,585210.923,2.307692308,3444.064,0.293929219,0.86429185,3
71,9,6.675614855,6.740361812,66.285,6,993202.535,1.769911504,291.59,0.407924563,0.8638791,3
62,11,6.334979912,6.53627972,8.235,3,89149.708,3.636363636,624.403,0.372952968,0.87610894,3
25,8,5.090032777,5.155399312,23.28,5,1975058.644,2.564102564,724.638,0.344348997,0.88241524,3
67,11,6.367375319,6.565943295,78.6,9,268360.569,2.941176471,4870.434,0.402569115,0.8681262,3
75,7,6.410867841,6.466525612,60.355,16,1873045.152,0,0,0.449595749,0.85908675,3
54,8,6.43374747,6.633352287,78.1,3,962490.212,3.846153846,3285.008,0.450976551,0.87920004,3
44,9,6.088220835,6.330252033,60.23,11,1619790.558,2.752293578,515.492,0.407544076,0.872096,3
62,9,6.269962389,6.410126553,11.105,12,2664791.985,2.105263158,199.593,0.438141137,0.8672185,3
63,8,6.408317701,6.436704346,55.09,6,169855.285,0,0,0.419134915,0.87057596,3
109,13,7.194927688,7.240489609,42.22,8,199258.508,1.25,393.183,0.339019448,0.86598563,3
52,8,6.05752893,6.325761458,57.19,4,849160.997,3.125,5012.276,0.430761635,0.8757754,3
62,7,6.136500647,6.309992442,11.455,12,1266080.586,2.150537634,710.974,0.393327773,0.86318254,3
75,8,6.40625,6.437503584,75.08,6,155197.415,0.775193798,3546.099,0.3222076,0.8701443,3
48,10,5.823574119,5.929020757,45.47,3,1832337.744,1.176470588,436.681,0.410962641,0.86918753,3
16,7,4.523561956,4.459431619,3.25,3,1935863.132,0,0,0.683246434,0.88449913,3
74,9,6.287163663,6.571792391,18.205,11,354027.233,4.6875,97658.522,0.439595729,0.8648654,3
52,9,5.765901555,5.96966638,22.535,4,581709.132,6.542056075,14070.967,0.438818038,0.8737196,3
68,10,6.384921875,6.485816618,9.265,4,380343.326,1.075268817,436.681,0.419045657,0.8699907,3
82,10,6.809676868,6.875,27.235,9,317071.231,1.538461538,147.318,0.444655716,0.87074864,3
59,8,6.26385619,6.346528337,58.36,3,222343.607,0.99009901,165.837,0.484672844,0.8733549,3
53,7,5.96485766,6.039613044,42.3,7,881629.683,1.408450704,9345.794,0.439906687,0.86705524,3
46,7,5.936286231,6.039613044,39.81,4,154665.535,4.225352113,902.359,0.441369146,0.8835637,3
40,9,5.733831082,5.84375,36.52,2,102575.684,3.03030303,104.829,0.352221042,0.8726511,3
55,10,6.460191681,6.54385619,51.075,7,317455.129,1.960784314,1031.627,0.424694479,0.87255937,3
63,9,6.413977073,6.41995499,50.65,5,639238.76,1.123595506,281.69,0.485448509,0.8763238,3
45,9,5.8567316,5.948896212,44.3,7,261231.006,1.19047619,61.728,0.444367021,0.8698669,3
40,10,5.835916315,6.106382504,61.82,4,380286.472,4.95049505,62261.272,0.378523469,0.8671059,3
48,8,6.095237675,6.182382256,47.595,7,1035393.096,3.614457831,2364.5,0.455881625,0.8737553,3
45,8,5.700439718,5.672425342,33.25,7,1829533.661,0,0,0.593308866,0.86020833,3
23,5,4.621175543,4.763966707,26.15,0,51515.293,0,0,0.478559107,0.8726775,3
48,9,5.80731523,5.950840435,51.6,1,116268.189,2.409638554,2947.528,0.476487368,0.8753339,3
51,7,6.128372285,6.162427299,11.88,4,248061.143,1.333333333,49.02,0.453313112,0.8685291,3
62,7,6.273406021,6.311560444,64.295,7,693076.341,1.834862385,55.374,0.443758875,0.8686653,3
69,10,6.452473198,6.756117443,83.425,8,101358.137,5.063291139,240021.662,0.43766284,0.87256014,3
10,6,4.29366069,4.584962501,8,1,126986.925,7.692307692,187574.042,0.660944998,0.9109037,3
58,10,6.195295934,6.22881869,45.05,5,530779.26,0,0,0.497342587,0.86607116,3
93,9,6.950019278,6.983788059,15.97,7,172118.004,2.23880597,10998.289,0.430646271,0.8672319,3
70,8,6.613223015,6.713151524,67.64,8,535066.285,1.666666667,457.575,0.417184442,0.8727661,3
36,7,5.251645101,5.525071067,31.545,0,23523.066,7.236842105,16239.751,0.421915531,0.88155633,3
30,6,5.07214016,5.087462841,15.99,3,164613.79,0,0,0.351937652,0.86957234,3
64,10,6.481212842,6.80109087,10.415,5,385575.561,5.147058824,444.036,0.383025706,0.8721803,3
53,8,5.784422556,6.026089627,64.935,10,294743.939,2.654867257,48679.776,0.319834262,0.8740492,3
73,8,6.380001452,6.41772335,62.225,4,481645.654,0.892857143,49.02,0.438045621,0.87164724,3
6,3,2.921928095,2.947702779,2.45,0,220729.724,9.090909091,67567.568,0.749960244,0.9123807,3
60,10,6.321928095,6.303780748,42.715,5,229570.915,1.234567901,61.728,0.517883718,0.8691444,3
58,8,6.142147224,6.14974712,44.65,8,948990.611,0,0,0.465259463,0.8646139,3
64,9,6.628773853,6.853811073,87.13,10,504778.044,2.721088435,7691.967,0.302466661,0.88210756,3
64,10,6.14974712,6.129283017,40.2,4,1540741.745,0,0,0.490428478,0.86638373,3
50,8,5.789683877,5.822756959,39.625,7,1769898.94,0,0,0.401818246,0.8652444,3
78,9,6.579294285,6.584962501,62.475,6,806052.486,0,0,0.457331091,0.8637924,3
77,10,6.469482469,6.517653435,60.085,3,310779.15,0,0,0.423966229,0.872031,3
66,8,6.396388275,6.605819001,4.415,11,233136.467,4.21686747,1589.534,0.413341373,0.8747308,3
41,9,5.818830772,6.122439591,60.885,4,151610.629,4.210526316,89392.456,0.432770342,0.88099706,3
96,10,7.112899604,7.26641092,10.535,6,158662.832,3.20855615,3408.24,0.439556777,0.871935,3
62,8,6.389702419,6.536307315,16.45,7,306113.556,3.921568627,3058.673,0.416552961,0.874276,3
81,10,7.052013259,7.191701855,15.715,16,1174062.811,3.658536585,56777.791,0.434232771,0.8683526,3
36,9,5.593069208,5.635905168,33.05,3,166065.087,1.754385965,3891.051,0.508112669,0.8739712,3
199,13,8.291832624,8.326028126,20.785,16,428449.816,3.394255875,1398.173,0.492953837,0.8727236,3
61,12,5.865535646,6.085370168,6.44,11,1852733.352,5.833333333,190336.939,0.441875339,0.861712,3
84,8,6.786670814,6.881662675,77.21,10,1284505.496,2.739726027,799.676,0.386576176,0.86590177,3
58,10,6.216962429,6.244685054,8.585,6,1383581.592,1.149425287,49.02,0.423422694,0.8668282,3
11,5,3.921506139,4.028890489,6.8,3,914659.286,2.083333333,54945.055,0.524360597,0.8696325,3
50,8,6.156888516,6.268834993,6.135,8,511762.054,4.761904762,1266076.135,0.415709525,0.876416,3
41,8,5.531381381,5.660339559,45.84,3,224052.31,1.25,1349.528,0.422776014,0.8683939,3
37,8,5.463769511,5.546593564,31.6,4,154101.534,0,0,0.32447809,0.8749338,3
56,11,6.020925642,6.088629625,45.075,1,40231.586,0,0,0.451990098,0.88465434,4
41,8,5.465142423,5.671780585,2.85,0,39473.264,3.125,2732.143,0.352980286,0.8739629,4
39,9,5.47867065,5.622363698,33.085,2,121732.891,0,0,0.512529016,0.8700137,4
52,10,5.955098229,6.063716987,39.4,1,69447.286,1.282051282,892.857,0.467594147,0.87609065,4
35,8,5.40165036,5.554923931,35.105,4,297692.221,1.5625,49.02,0.469647497,0.8760065,4
49,7,5.986410007,6.097932423,49.765,8,625232.823,1.020408163,165.837,0.422709167,0.87133884,4
46,7,5.666255078,5.865467764,39.21,2,144383.851,3.75,1638.389,0.440399051,0.87557745,4
37,6,5.477024974,5.648178743,36.4,7,690891.301,2.898550725,1810.076,0.452858865,0.86927545,4
50,8,6.045327754,6.10130481,64.97,9,1012019.169,2.542372881,390.098,0.408524483,0.86789346,4
12,6,3.653996739,3.732158891,6.265,6,1680894.994,0,0,0.577055335,0.8730036,4
60,9,6.13372094,6.256015668,82.345,2,48649.648,3.973509934,560.458,0.467689753,0.8707416,4
60,9,6.204381571,6.333241499,39.595,1,94387.956,1.136363636,147.929,0.460663021,0.86570454,4
61,10,5.92862325,6.099265659,11.735,2,76025.664,10.41666667,28589.765,0.411253244,0.8695856,4
54,7,6.288365142,6.362575938,31.145,3,286186.737,0.746268657,5235.602,0.439011514,0.87461656,4
17,9,4.88155701,4.940223929,31.1,0,2596.095,3.225806452,646.48,0.591094017,0.89974713,4
57,9,6.031186613,6.143014794,72.165,11,1559411.294,0.925925926,363.636,0.422380686,0.86561686,4
55,9,6.082859161,6.206132602,53.25,3,324518.631,0,0,0.446068317,0.8704799,4
121,11,7.387114525,7.459140636,130.84,10,502777.94,1.327433628,111.487,0.294965893,0.8675851,4
34,7,5.204723821,5.486139052,31.1,3,442932.475,3.125,3238.521,0.504751861,0.87429994,4
60,9,6.13372094,6.256015668,81.945,2,48255.186,3.973509934,560.458,0.466976255,0.87090975,4
27,6,4.771142621,4.862575938,20.025,3,251549.972,0,0,0.455775976,0.8683088,4
44,8,5.533794401,5.777586315,43.53,2,6787.287,3.75,2127.499,0.433112055,0.8859029,4
30,8,5.044462895,5.240546067,30.5,4,300191.857,0,0,0.430137873,0.87615275,4
76,8,6.505933166,6.628783493,68.915,2,103546.764,0,0,0.402545661,0.8720319,4
49,8,6.022367813,6,15.54,0,61090.299,0,0,0.390529513,0.8695807,4
47,7,5.661757112,5.748994804,47.94,0,38458.849,0,0,0.450054646,0.8706292,4
96,10,6.828288822,6.942402234,98.53,9,444519.892,2.777777778,3556.992,0.399218529,0.86785924,4
44,7,5.710183332,5.805858464,49.25,4,193524.56,1.020408163,165.837,0.433962554,0.86824787,4
67,10,6.338696733,6.383289952,79.2,7,527128.305,0.680272109,980.392,0.44813478,0.8753918,4
50,10,6.012732566,6.181173393,71.97,2,115220.183,5.035971223,2082.754,0.474653989,0.87434125,4
51,9,5.958353821,6.058994333,42.125,3,612980.352,0,0,0.397855371,0.86636347,4
29,7,5.247927513,5.209453366,0.76,0,35566.41,0,0,0.399894178,0.88268334,4
36,9,5.256963163,5.648618006,4.07,4,362532.491,5.208333333,830.209,0.439463347,0.88867176,4
36,9,5.471463296,5.831093122,53,7,222414.956,4.464285714,800.511,0.412102193,0.8816385,4
27,9,5.163177895,5.384517132,27.045,5,387586.79,0,0,0.514862657,0.8778821,4
25,8,4.942792051,5.015061012,16.25,0,26051.521,3.225806452,1197.842,0.475172043,0.88114244,4
54,11,6.172698669,6.37040714,63.895,9,216194.398,3.787878788,278.311,0.413754165,0.8710135,0
79,9,6.341584144,6.462161333,4.345,3,206003.631,4.72972973,2287.287,0.325801015,0.8760947,0
79,11,6.755087758,6.943158983,78.91,4,195435.989,5.732484076,9260.452,0.416887701,0.8739528,0
54,9,5.996307897,6.052138898,49.605,6,522207.621,1.123595506,7407.407,0.424856991,0.8718805,0
100,15,6.705052291,6.952331883,11.96,18,420229.992,4.498269896,18424.467,0.372496903,0.8701829,0
59,10,6.306262155,6.306256857,66.285,9,813879.747,3.389830508,160.776,0.478376567,0.87432677,0
57,8,6.416307315,6.528346519,13.195,7,718102.02,0.99009901,147.929,0.444187641,0.8667677,0
56,9,6.140418864,6.278422141,8.14,8,561184.281,3.603603604,492.132,0.424507529,0.8789192,0
13,4,3.732158891,3.725650756,17.25,2,142176.535,0,0,0.506689072,0.864208,0
35,7,5.272268804,5.421554169,31.5,3,195234.606,1.785714286,147.929,0.430936962,0.8784142,0
53,9,5.840936789,5.983837772,59.08,9,652256.518,5.309734513,1490436.29,0.425020874,0.8736341,0
62,9,6.290723424,6.636708891,67.165,4,348210.321,4.72972973,523.121,0.451797098,0.88336176,0
49,7,5.620378294,5.772354346,53.15,1,227044.83,4.347826087,3618.94,0.409673721,0.88216835,0
56,7,6.171520779,6.438003154,67.565,7,369189.336,4.511278195,4387.686,0.417925119,0.871532,0
27,7,5.140257728,5.509685457,45.3,0,4426.831,3.370786517,1680.45,0.510134757,0.898068,0
77,12,6.552415689,6.618036205,70.14,7,793280.441,2.205882353,1027.501,0.38214767,0.8673513,0
81,8,6.576307315,6.62935662,60.425,5,222880.365,0,0,0.452541918,0.8607312,0
41,6,5.585867302,5.970701631,33.85,8,1062333.707,2.816901408,2491.362,0.423593521,0.8683458,0
78,11,6.511743246,6.515562597,60.165,7,269280.066,0,0,0.397588581,0.8637356,0
114,12,7.405651552,7.505007819,10.065,41,2143945.388,2.409638554,9326083.345,0.283703536,0.8660651,0
49,9,5.696940613,5.841451949,64.295,12,787917.601,5.737704918,7801.473,0.406928688,0.8735961,0
85,9,6.360819021,6.64052134,65.97,7,373522.286,3.875968992,22295.165,0.281273156,0.87104386,0
93,11,6.773485973,6.87757826,18.75,14,826050.029,2.777777778,31861.103,0.417737663,0.8675115,0
85,11,6.82065982,6.837462841,76.62,9,1157005.491,0.724637681,147.929,0.455296457,0.86116225,0
81,10,6.193444423,6.337387092,10.355,15,876112.669,3.673469388,8611.547,0.266345859,0.87768453,0
60,11,5.902527254,6.2571124,105.57,2,253350.739,3.196347032,31486.301,0.282265186,0.8776312,0
101,14,7.191215746,7.25644976,7.49,12,746978.589,1.744186047,284.94,0.292357117,0.8692863,0
87,10,6.889128095,7.006161887,6.525,11,394346.034,3.409090909,1293982.127,0.390955269,0.87274694,0
111,10,6.975191998,7.148337412,24.66,25,848072.753,4.983388704,128883.513,0.402712315,0.86228406,0
164,12,7.64434175,8.041909487,26.545,29,338033.971,5.18783542,157085.075,0.401693046,0.8623029,0
89,9,6.913095915,7.013435538,71.915,12,123431.822,4.924242424,15320.195,0.285837233,0.87300247,0
93,12,6.584329269,6.812423418,45.385,18,863885.525,5.714285714,13719.929,0.425247073,0.87100816,0
79,8,6.61772335,6.658092582,16.6,11,1398506.662,0,0,0.444641739,0.8580782,4
82,10,6.806256857,6.828098747,59.215,4,131813.878,0.854700855,223.714,0.439986944,0.87105,4
133,12,7.668206377,7.719761316,132.58,15,597448.093,1.244813278,111.487,0.320311874,0.86855507,4
54,7,5.749209493,6.226823226,17.895,3,220125.228,2.631578947,35726.41,0.333988577,0.86707366,4
55,5,6.090212223,6.180741985,49.305,13,510095.921,1.086956522,813.008,0.383001,0.8656786,4
55,7,6.303293885,6.403291618,53.4,6,370945.615,1.075268817,632.911,0.436499864,0.86940944,4
57,10,5.755591118,6.164930101,15.81,16,809146.947,2.836879433,29544.679,0.435432762,0.87600785,4
57,7,6.143944967,6.284431521,5.69,7,323881.148,2.127659574,1202.55,0.418217361,0.87456363,4
60,10,6.227120639,6.303293885,42.71,2,118408.968,3.191489362,722.723,0.408276707,0.8676063,4
45,7,5.777557206,6.22914866,57.395,9,1101649.171,5.405405405,18284.768,0.384284675,0.8670331,4
69,9,6.123516641,6.22048111,14.545,14,1847229.459,0,0,0.440009534,0.86141807,4
76,9,6.419572492,6.483643745,72.965,3,587745.87,1.459854015,2157.298,0.456955612,0.8736481,4
65,10,6.186820297,6.191701855,52.09,3,107236.268,0,0,0.391438186,0.86521864,4
56,10,5.958469355,6.04341854,66.09,1,87177.996,4.511278195,48000.924,0.303715378,0.8685633,4
66,11,6.236770173,6.359692874,5.975,6,614316.698,5.042016807,18388.371,0.410000563,0.8721699,4
44,9,5.74112747,5.909440453,3.65,6,820119.456,2.702702703,101241.321,0.404964805,0.85914034,4
190,12,7.937231405,8.096725912,13.56,31,1187297.633,2.389078498,50684.293,0.313542098,0.85960925,4
84,9,6.87672495,7.067453501,39.905,9,208691.166,1.898734177,135790.06,0.28395623,0.86255294,4
33,9,5.195295934,5.209453366,26.85,4,2308958.802,0,0,0.364135355,0.8664984,4
73,8,6.655485788,6.745444736,68.015,11,700292.257,2.272727273,122.606,0.436507583,0.86889225,4
70,10,6.380001452,6.399541532,60.69,3,79012.251,0,0,0.434948593,0.8737916,4
56,9,5.975418018,6.203176028,15.555,4,594082.969,2.352941176,56560.673,0.383216321,0.87476,4
117,14,6.934670449,7.05097774,35.155,33,535114.823,3.461538462,83324.194,0.361273587,0.8594294,4
36,9,5.037339538,5.171875462,49.96,2,86666.429,7.228915663,8313.104,0.45258382,0.8800988,4
106,11,6.961058352,7.215111481,90.1,3,213907.58,2.688172043,427.847,0.37576133,0.8655376,4
96,13,7.23838827,7.437581201,100.195,16,446097.538,3.482587065,4766.344,0.319103032,0.869062,4
46,10,5.842551013,6.120534902,88.33,4,36685.512,5.454545455,7764.725,0.405907243,0.8662008,4
130,12,7.57885157,7.611899535,17.03,5,224305.743,2.010050251,178.765,0.397938341,0.86710465,4
69,10,6.349403722,6.373108718,60.5,8,463502.361,0,0,0.40833801,0.86466026,4
43,9,5.773879168,5.927327303,8.545,4,1103333.489,3.846153846,103.942,0.443716019,0.87506574,4
129,11,7.253077977,7.581231136,13.195,17,968948.566,2.752293578,122209.573,0.29743126,0.8632156,4
55,7,5.757728391,5.835016905,31.915,10,334140.767,2.608695652,2530.397,0.393171161,0.86780405,4
99,11,7.006248443,7.063274419,8.455,9,682550.696,0.625,4464.286,0.319799215,0.86509585,4
71,12,5.639728886,5.872093031,28.5,6,171585.836,3.980099502,8275.174,0.404452354,0.87705594,4
62,7,6.189859231,6.540494209,66.845,4,137888.826,2.362204724,6091.459,0.451216429,0.87354916,4
33,9,5.581798352,6.193373596,83.6,1,40565.389,6.703910615,27396.291,0.457239419,0.88517743,4
78,10,6.724324819,6.809639565,78.105,5,212777.837,1.438848921,313.199,0.391821802,0.87022185,4
86,9,6.829267242,6.885662953,25.855,12,1131352.243,1.428571429,3739.165,0.390756965,0.8646886,4
43,7,5.884921875,6.046256179,44.845,0,26234.451,5.376344086,920.178,0.458036363,0.87937856,4
81,13,6.891128391,7.041978056,16.64,11,461040.423,2.040816327,132964.198,0.399248302,0.8600593,4
39,9,5.601434556,5.66097183,3.175,0,39417.962,2.083333333,180.385,0.519248545,0.88390416,4
137,11,7.691378337,7.826548487,8,21,869965.746,1.310043668,4017.945,0.335407138,0.8682769,4
201,13,8.327066394,8.397625719,12.255,29,836358.016,1.704545455,112.534,0.320869625,0.86685026,4
31,9,5.109510474,5.726429848,53.2,12,1522991.949,2.816901408,39651.838,0.455735356,0.87918997,4
45,10,5.869546924,6.078473027,63.67,10,2913360.621,2.083333333,703.6,0.426075011,0.87184906,4
82,10,6.726814259,6.768184325,7.595,1,94806.205,0,0,0.38263166,0.8691275,4
58,11,5.902231365,6.24235147,60.295,2,112406.717,1.869158879,5024.51,0.405457854,0.8754924,4
82,8,6.498679044,6.755313991,130.75,13,485339.307,6.060606061,6997.181,0.303897172,0.8757797,4
38,9,5.667478757,5.893375438,71.66,2,336410.191,8.641975309,3900.773,0.486636996,0.8855676,4
85,7,6.564363937,6.626849337,8.625,32,1264898.513,2.392344498,3105752.302,0.272818416,0.8622914,4
69,10,6.569706085,6.728389859,17.14,16,1515911.157,2.380952381,1893.977,0.41871345,0.86541456,4
76,7,6.614712907,6.695197899,17.925,7,539180.53,0.934579439,2040.816,0.490176886,0.87288123,4
59,11,5.890323655,6.190159058,79.85,8,362430.325,3.680981595,62551.362,0.313115567,0.8663706,4
109,13,7.367017789,7.480795834,106.32,8,247517.368,2.06185567,680.629,0.359988838,0.8705896,4
82,8,6.764195513,6.945207405,91.56,11,1983632.706,3.592814371,44905.793,0.444491088,0.864931,4
60,7,6.202514925,6.285402219,43.31,0,29451.333,1.25,6024.096,0.511671245,0.8747772,4
30,7,5.044394119,5,29.025,11,1095928.667,0,0,0.372526616,0.86171925,4
169,11,8.041175595,8.121968971,109.845,29,656361.712,1.990049751,21297.017,0.339472175,0.8638265,4
52,10,5.97182593,6.208236029,16.94,3,106058.821,4.273504274,1402.577,0.44245252,0.8770346,4
42,7,5.636010254,6.062541355,10.48,11,457351.885,5.128205128,17291.74,0.433983505,0.87122154,4
64,11,6.166000428,6.535627541,7.41,6,412294.32,2.803738318,33566.009,0.387683094,0.86407787,4
67,11,6.249969573,6.384450486,10.76,3,358438.018,0.854700855,490.196,0.394310445,0.86380845,4
45,8,5.59049328,5.673557262,38.61,2,272503.008,0,0,0.458448738,0.8691401,4
21,8,4.525920148,4.821888196,13.975,11,2164037.317,10.81081081,1268799.151,0.465243191,0.866293,4
87,10,6.418847704,6.652246871,6.135,10,252044.665,4.020100503,11879.281,0.284532309,0.8670039,4
61,12,5.865535646,6.085370168,6.44,11,1852733.352,5.833333333,190336.939,0.441875339,0.861712,4
47,10,5.510824033,5.617408008,18.275,4,406346.906,4.04040404,836.015,0.450329572,0.8836169,4
52,8,6.197193953,6.447408652,40.725,2,121712.204,2.173913043,78014.387,0.416579366,0.86637974,4
202,12,8.009644155,8.227135485,8.88,66,1013247.492,1.369863014,537879.872,0.37718907,0.862436,4
185,11,8.514450481,8.66250742,39.055,20,578419.148,4.905660377,6100.161,0.456152231,0.87083507,4
40,10,5.697155156,6.019519634,66.81,18,695853.753,4.201680672,2199089.941,0.426705241,0.8693384,4
105,11,7.004150643,7.206584853,9.23,31,2810563.011,3.141361257,165760.197,0.296294481,0.85638833,4
31,6,5.316225307,5.471852701,57.825,10,1048752.161,3,3995.566,0.421481401,0.87054354,4
64,11,6.536993122,6.557354922,6.3,10,648983.259,2.631578947,2825.828,0.413324922,0.86929566,4
26,7,4.995684204,5.513673043,32.14,2,438264.087,2.739726027,90650.407,0.500480831,0.88487756,4
68,11,6.30100278,6.481892804,6.695,15,1228712.993,2.752293578,37521.385,0.406703591,0.86279196,4
40,8,5.454086986,5.592759956,33.85,6,1235776.618,3.571428571,63084.149,0.356676996,0.8613178,4
75,13,6.944799792,7.022367813,56.435,14,660088.196,3.03030303,274229.53,0.423170924,0.869408,4
42,10,5.688872411,5.854131508,41.735,0,35230.188,3.797468354,12296.794,0.34406957,0.8775598,4
35,9,5.235905168,5.347480095,27.75,1,67514.97,0,0,0.469636559,0.8712149,4
76,11,6.856908005,6.949211752,10.165,18,1107650.411,1.526717557,76.866,0.39021647,0.86374146,5
104,11,7.278659385,7.556191801,15.11,12,191394.509,5.882352941,42748.988,0.307699412,0.86715007,5
108,11,6.942514505,6.930737338,19.36,10,748520.607,0,0,0.323310077,0.85694766,5
57,6,6.107661237,6.440982998,30.625,16,956777.142,4.511278195,40202.897,0.345563263,0.8630614,5
63,6,6.20226582,6.643557974,93.07,18,829591.946,4.761904762,1166617.435,0.432697296,0.86517686,5
